Division,District,Name of the College,Name of the Department,No. of MBBS seats,Total Beds,Total Units,UG Professor ,UG  Associate Prof. / Reader,UG Assistant Professor / Lecturer,UG Sr. Residents ,UG Tutors/ Demonstrators,No of PG Seats,PG Professor ,PG Associate Prof. / Reader,PG Assistant Professor / Lecturer,PG Sr. Residents ,PG Tutors/ Demonstrators,Total Annual Intake of PG Seats,Professor (Compliance/ Non Compliance),Associate Prof. / Reader (Compliance/ Non Compliance),Assistant Professor / Lecturer (Compliance/ Non Compliance),Sr. Residents (Compliance/ Non Compliance),Tutors/ Demonstrators (Compliance/ Non Compliance)
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Biochemistry,0,0,0,0,1,2,3,0,0,1,1,1,0,3,,Not Complied,Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Pathology,0,0,0,0,2,2,1,0,0,1,2,3,0,4,,Not Complied,Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Microbiology,0,0,0,0,1,2,0,0,0,1,1,1,0,3,,Not Complied,Complied,Not Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Pharmacology,0,0,0,0,1,1,1,0,0,1,1,1,0,2,,Not Complied,Complied,Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Paediatrics,0,0,0,0,1,2,1,0,0,1,1,2,2,0,,Not Complied,Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Psychiatry,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,General Surgery,0,0,0,0,1,3,3,0,0,1,3,4,4,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Orthopaedics,0,0,0,0,0,1,0,0,0,1,1,2,2,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Forensic Medicine Including Toxicology,0,0,0,1,1,0,0,0,0,1,0,1,0,2,,Complied,Not Complied,Not Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Community Medicine,0,0,0,0,2,3,1,0,0,1,2,2,0,3,,Not Complied,Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,General Medicine,0,0,0,0,1,3,1,0,0,1,3,4,4,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Ophthalmology,0,0,0,0,0,1,0,0,0,1,1,1,1,0,,Not Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Obstetrics And Gynaecology,0,0,0,0,0,2,1,0,0,1,1,2,2,0,,Not Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Anaesthesiology,0,0,0,0,1,2,0,0,0,1,2,4,3,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Emergency Medicine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Complied,Complied,Not Complied,Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,"Dermatology, Venereology and Leprosy",0,0,0,0,0,1,0,0,0,0,1,1,1,0,,Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Dentistry,0,0,0,0,0,1,1,0,0,1,1,1,0,0,,Not Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Radiotherapy,0,0,0,0,0,0,1,0,0,1,1,2,3,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Pulmonary Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Complied,Complied,Complied,Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Oto-Rhinolaryngology (ENT),0,0,0,0,0,1,0,0,0,1,1,1,1,0,,Not Complied,Not Complied,Complied,Not Complied,Complied
